,actual,forecast,lower_95,upper_95
1788,88.75,51.933498064092085,18.92121638286016,84.94577974532402
1789,87.1,51.44592513237879,17.778363802792285,85.1134864619653
1790,83.98,51.844413069525736,17.58167794074827,86.10714819830321
1791,79.96,54.57681739391168,19.771333888870068,89.3823008989533
1792,83.42,58.34127310516081,23.038999004807152,93.64354720551447
1793,100.67,65.32827287125018,29.569675361391205,101.08687038110915
1794,90.16,60.837390153288325,24.658242649846017,97.01653765673063
1795,87.7,54.869903418956085,18.301942306988366,91.4378645309238
1796,74.58,48.71839963596065,11.789870533438808,85.6469287384825
1797,62.74,45.611612961208685,8.34772874965877,82.8754971727586
1798,59.82,42.84141487078868,5.264742468592317,80.41808727298505
1799,55.6,39.034019208996796,1.164808230214355,76.90323018777923
1800,48.98,54.3181834428102,43.2282655374188,65.40810134820161
1801,48.66,51.88784731733014,36.023886498927,67.75180813573328
1802,47.7,50.361736803432706,31.163408033734378,69.56006557313103
1803,46.6,49.57052782346223,27.7775754853345,71.36348016158996
1804,48.0,50.09880262031001,26.18606107658336,74.01154416403666
1805,51.52,52.305298024757526,26.6109153880808,77.99968066143425
1806,62.97,56.774097976872035,29.553861663010657,83.9943342907334
1807,77.94,65.46609392016563,36.92123570387544,94.01095213645583
1808,94.07,70.32730309242098,40.620536779924436,100.03406940491752
1809,97.76,69.49080029867424,38.75637393878958,100.22522665855891
1810,90.69,68.86455490366133,37.21494970013569,100.51416010718697
1811,86.97,69.10653623801882,36.63714571079159,101.57592676524604
1812,79.25,67.48267931875175,34.275201237333384,100.69015740017011
1813,76.64,66.72304315524215,32.848013033513745,100.59807327697055
1814,77.14,66.72246931549081,32.24119971658275,101.20373891439888
1815,76.98,68.86213072122757,33.828226305011206,103.89603513744393
1816,82.0,72.36081008605524,36.82137167086022,107.90024850125025
1817,99.5,79.69726767701454,43.69386316950403,115.70067218452505
1818,98.02,74.46546409260813,38.03492123387022,110.89600695134604
1819,95.01,68.59657998358294,31.771640600803615,105.42151936636228
1820,77.2,61.56765150793667,24.377516529313922,98.75778648655941
1821,67.18,57.9120626242409,20.382849817460375,95.44127543102144
1822,63.19,54.89666102337071,17.051792207660633,92.74152983908078
1823,55.42,50.83869596249345,12.699226655669321,88.97816526931759
1824,53.09,53.754599379146995,42.678722748629596,64.8304760096644
1825,51.65,51.65009593978898,35.780379231510416,67.51981264806756
1826,49.88,50.348532497811924,31.138713123474968,69.55835187214888
1827,49.84,49.61967376530687,27.815033856081282,71.42431367453246
1828,49.51,50.33028473117599,26.408659681343817,74.25190978100817
1829,48.52,52.801991591457195,27.10334663258439,78.50063655033
1830,48.74,57.53440466270685,30.315669206204756,84.75314011920894
1831,51.43,66.23632477489302,37.699443443231516,94.77320610655453
1832,60.0,71.9024670364137,42.210575713123376,101.59435835970402
1833,63.96,71.50446457066914,40.79202861216749,102.2169005291708
1834,61.79,70.53009740889131,38.90966779496233,102.15052702282028
1835,62.13,70.58212799830716,38.14906047545797,103.01519552115634
1836,55.01,68.69883561791383,35.53471154486032,101.86295969096733
1837,50.66,67.98367519316868,34.15885646962201,101.80849391671535
1838,49.48,68.3005313221566,33.876115868234,102.72494677607921
1839,50.65,70.70369936697523,35.73304852732993,105.67435020662053
1840,57.7,74.42271624369221,38.9526683646291,109.89276412275532
1841,65.01,82.08926827166971,46.16111699030405,118.01741955303537
1842,66.4,77.50192520009902,41.15221788841091,113.85163251178713
1843,63.76,71.76768964818191,35.028886067458664,108.50649322890516
1844,57.47,64.35837117292883,27.259391872718545,101.45735047313912
1845,52.98,60.739622232458565,23.306308866662853,98.17293559825427
1846,53.2,57.724640016867546,19.98014449232037,95.46913554141472
1847,48.17,53.47727343460219,15.442388983771004,91.51215788543337
1848,46.49,47.198391511412446,36.17839930615373,58.21838371667116
1849,44.82,45.30823547647153,29.512620547799685,61.103850405143376
1850,44.99,44.200495004849806,25.077621464977785,63.32336854472183
1851,45.54,43.774762961151175,22.06700734397423,65.48251857832813
1852,45.8,44.59441529862135,20.777799508478335,68.41103108876436
1853,45.42,46.96063382614919,21.373908920381805,72.54735873191657
1854,45.7,51.16545908777996,24.064710585998473,78.26620758956145
1855,46.5,59.23891555083801,30.825489863331523,87.65234123834449
1856,47.4,64.64855450206434,35.0851598825747,94.21194912155399
1857,51.13,64.48070363894514,33.90149983049323,95.05990744739705
1858,54.75,63.921052205193796,32.43837356352169,95.4037308468659
1859,58.08,64.35240214160655,32.06145348163774,96.64335080157535
1860,54.58,62.56223739365265,29.54449795356222,95.57997683374307
1861,52.82,61.82545547493378,28.151221368169033,95.49968958169853
1862,49.95,62.15001614922389,27.880346489562974,96.4196858088848
1863,53.48,64.73224247708467,29.920479698780426,99.54400525538891
1864,60.6,68.72795511694677,33.42093315223156,104.03497708166199
1865,67.05,75.89765340186769,40.13667184007362,111.65863496366175
1866,72.0,71.64658236701142,35.46820173734733,107.82496299667551
1867,67.78,66.051517981506,29.488215992364843,102.61481997064715
1868,62.45,59.417273820928216,22.497991922286438,96.33655571956999
1869,55.56,56.19460787463609,18.945210188268696,93.44400556100348
1870,52.13,53.5485009728768,15.992162406971914,91.10483953878169
1871,46.9,49.52528299972324,11.68281956254404,87.36774643690244
1872,43.85,45.94315849985667,34.97086755918018,56.915449440533166
1873,45.83,44.0315607000955,28.29871995097029,59.7644014492207
1874,45.59,43.05330107543289,24.005045528842917,62.10155662202287
1875,45.94,42.67449294775978,21.051308759682854,64.29767713583671
1876,44.83,43.508913833287835,19.785589842431143,67.23223782414453
1877,46.42,45.859980905869534,20.374401973724446,71.34555983801462
1878,55.19,50.002764875176496,23.01037749237323,76.99515225797975
1879,73.06,57.85131052525635,29.55297288913941,86.14964816137329
1880,78.92,62.764801017161815,33.322838249703665,92.20676378461997
1881,75.65,62.653910630814366,32.20217514801645,93.10564611361228
1882,71.67,62.50179195476341,31.15236690377988,93.85121700574695
1883,62.46,63.154925579792696,31.00280694607215,95.30704421351325
1884,58.2,61.543906167878674,28.670396873076342,94.417415462681
1885,55.91,60.93174524445041,27.406990355487622,94.4565001334132
1886,57.57,61.09240900642508,26.977336451096164,95.207481561754
