valuetime,actual,forecast,lower_95,upper_95
2021-01-21 18:00:00,35.71,49.94945981405194,13.472859515868471,86.4260601122354
2021-01-21 19:00:00,32.01,43.55386935297294,6.700853887890567,80.40688481805532
2021-01-21 20:00:00,30.08,40.52377725650199,3.3195412557603277,77.72801325724365
2021-01-21 21:00:00,27.43,37.816790448126994,0.28391142951249293,75.34966946674149
2021-01-21 22:00:00,24.09,33.91317929395782,-3.928058758167012,71.75441734608265
2021-01-21 23:00:00,9.1,23.582359275334536,12.787502376964794,34.37721617370428
2021-01-22 00:00:00,13.92,21.952153666602,6.374926450273952,37.52938088293005
2021-01-22 01:00:00,11.08,21.03526737733359,2.1419418544039424,39.92859290026324
2021-01-22 02:00:00,11.51,20.758247532377304,-0.7068028250546696,42.223297889809274
2021-01-22 03:00:00,16.24,21.84186110969363,-1.720125998879361,45.403848218266624
2021-01-22 04:00:00,28.49,24.70330420378658,-0.6191547442720058,50.02576315184517
2021-01-22 05:00:00,32.23,29.48376125532654,2.6542369043263037,56.31328560632678
2021-01-22 06:00:00,37.66,38.02463257808639,9.886583558530784,66.16268159764199
2021-01-22 07:00:00,41.51,43.35445033343143,14.067780868977525,72.64111979788534
2021-01-22 08:00:00,39.62,43.068464462839664,12.764600588460944,73.37232833721839
2021-01-22 09:00:00,38.62,42.72172935749957,11.510380858125423,73.93307785687372
2021-01-22 10:00:00,37.46,43.22094910596091,11.19482741761815,75.24707079430368
2021-01-22 11:00:00,36.39,41.85976477235689,9.097998779371665,74.62153076534211
2021-01-22 12:00:00,35.83,41.445382605488234,8.016066319134545,74.87469889184192
2021-01-22 13:00:00,35.27,41.9323583798946,7.894497857830416,75.97021890195879
2021-01-22 14:00:00,35.18,44.56692655889638,9.971957987029526,79.16189513076323
2021-01-22 15:00:00,35.71,48.303707103904195,13.196700652858027,83.41071355495036
2021-01-22 16:00:00,36.22,55.377329490347634,19.797957741500305,90.95670123919496
2021-01-22 17:00:00,35.47,51.05177552082936,15.035102091072773,87.06844895058595
2021-01-22 18:00:00,33.35,45.518156264264356,9.095284822731784,81.94102770579693
2021-01-22 19:00:00,29.33,39.079922416410604,2.278535729140124,75.88130910368108
2021-01-22 20:00:00,27.83,35.987305722735535,-1.1678830279335557,73.14249447340462
2021-01-22 21:00:00,26.77,33.211137214144884,-4.27572943950635,70.69800386779612
2021-01-22 22:00:00,25.4,29.24672220546993,-8.551964282115499,67.04540869305535
2021-01-22 23:00:00,44.61,24.608668572156198,13.838163553515304,35.379173590797095
2021-01-23 00:00:00,29.19,22.805329179489377,7.271994357194922,38.33866400178383
2021-01-23 01:00:00,29.79,21.621766868546693,2.7883086929937804,40.455225044099606
2021-01-23 02:00:00,30.32,21.12679971991897,-0.2641525316130533,42.51775197145099
2021-01-23 03:00:00,31.25,22.048764979547308,-1.4261875010158676,45.52371746011048
2021-01-23 04:00:00,32.25,24.83349584435785,-0.39011936321351115,50.05711105192921
2021-01-23 05:00:00,42.4,29.41041746750288,2.6905005200920833,56.130334414913676
2021-01-23 06:00:00,45.88,37.73315704996367,9.714486952154047,65.7518271477733
2021-01-23 07:00:00,50.0,42.86530384501788,13.706836532549548,72.02377115748621
2021-01-23 08:00:00,56.92,42.40069228290894,12.232946927934027,72.56843763788386
2021-01-23 09:00:00,58.15,41.902321469315886,10.834142427211049,72.97050051142072
2021-01-23 10:00:00,58.95,42.2467664297378,10.370041759122959,74.12349110035264
2021-01-23 11:00:00,56.63,40.76689587882474,8.159973636634952,73.37381812101452
2021-01-23 12:00:00,52.0,40.23864922014437,6.968885252980435,73.50841318730829
2021-01-23 13:00:00,51.0,40.608647622294825,6.734352154001506,74.48294309058815
2021-01-23 14:00:00,53.65,43.11314838749259,8.685103353499883,77.5411934214853
2021-01-23 15:00:00,58.3,46.71834436615656,11.78100617024321,81.6556825620699
2021-01-23 16:00:00,63.09,53.621113422196196,18.21357998359276,89.02864686079963
2021-01-23 17:00:00,66.13,49.25013136043556,13.406929151192585,85.09333356967853
2021-01-23 18:00:00,63.29,43.67286465993824,7.424595989404544,79.92113333047195
2021-01-23 19:00:00,58.16,37.195642954121816,0.5695231911586305,73.821762717085
2021-01-23 20:00:00,52.8,34.06234152608923,-2.9173514486216447,71.0420345008001
2021-01-23 21:00:00,51.2,31.24778230279657,-6.063764804044663,68.5593294096378
2021-01-23 22:00:00,47.18,27.263920646710098,-10.359999235902343,64.88784052932255
2021-01-23 23:00:00,44.8,45.701604599096925,34.91352570356707,56.48968349462678
2021-01-24 00:00:00,40.67,42.90860060068902,27.388963452769634,58.42823774860841
2021-01-24 01:00:00,41.24,41.01567855418239,22.20356298599758,59.827794122367195
2021-01-24 02:00:00,40.24,39.87187332717111,18.501116820128104,61.242629834214114
2021-01-24 03:00:00,39.78,40.141413526849554,16.681239437390943,63.601587616308166
2021-01-24 04:00:00,39.9,42.356477929809564,17.14008792065309,67.57286793896604
2021-01-24 05:00:00,40.56,46.52592504492112,19.80475361089654,73.24709647894569
2021-01-24 06:00:00,41.97,54.28736054634128,26.258779555742063,82.3159415369405
2021-01-24 07:00:00,46.0,59.117945591523494,29.941220381730922,88.29467080131607
2021-01-24 08:00:00,50.54,58.388813336968475,28.195093051287238,88.58253362264972
2021-01-24 09:00:00,53.09,57.50345544384916,26.40242475038618,88.60448613731214
2021-01-24 10:00:00,54.34,57.451137101926385,25.535658460459306,89.36661574339347
2021-01-24 11:00:00,51.86,55.56097190012988,22.91044780541602,88.21149599484374
2021-01-24 12:00:00,45.99,54.55844392508022,21.241325834909333,87.8755620152511
2021-01-24 13:00:00,44.34,54.503827407045335,20.579534215175293,88.42812059891537
2021-01-24 14:00:00,45.93,56.59809450585035,22.118509559538055,91.07767945216264
2021-01-24 15:00:00,52.0,59.85170806019961,24.862367358964057,94.84104876143516
2021-01-24 16:00:00,61.98,66.37449998811667,30.91554897814573,101.83345099808761
2021-01-24 17:00:00,65.0,62.00691043114381,26.113884033152992,97.89993682913462
2021-01-24 18:00:00,62.91,56.38855760605566,20.093022941987726,92.6840922701236
2021-01-24 19:00:00,59.3,49.69497233897922,13.025063249318151,86.36488142864029
2021-01-24 20:00:00,55.76,46.2393806661201,9.220245851715354,83.25851548052484
2021-01-24 21:00:00,53.93,43.224434442257774,5.878615881297705,80.57025300321784
2021-01-24 22:00:00,47.89,38.989890822919406,1.3376453435949003,76.64213630224391
