,actual,forecast,lower_95,upper_95
1497,52.0,65.77070713442278,-256.73214544271934,388.27355971156487
1498,52.0,65.18074398280054,-304.54234037343537,434.90382833903647
1499,52.15,65.79665132868091,-353.24418130273517,484.837483960097
1500,55.95,64.54290403016716,-405.8277014221687,534.9135094825031
1501,52.0,64.39279660565988,-459.24377194447936,588.0293651557992
1502,50.69,65.1366196093332,-513.6342360789176,643.9074752975839
1503,53.45,68.23775705278507,-567.4745084578071,703.9500225633774
1504,59.99,71.94912441504518,-622.456113854397,766.3543626844873
1505,62.0,79.21415316702925,-675.5848864945083,834.0131928285668
1506,63.08,74.32000702423379,-742.5270938263493,891.1671078748168
1507,62.17,68.4514919508004,-812.0549863057124,948.9579702073133
1508,60.03,62.38022248674369,-883.3571840689075,1008.1176290423949
1509,55.03,59.684469370870566,-952.8184558211241,1072.1873945628652
1510,52.25,56.78368875140549,-1023.9848748071735,1137.5522523099844
1511,48.45,53.08177402538432,-1097.4202994862499,1203.5838475370183
1512,46.11,47.559112636109155,31.21932693986698,63.89889833235133
1513,41.59,45.52254451849564,8.985673283937757,82.05941575305353
1514,37.21,44.29149486697623,-16.845833952943572,105.42882368689604
1515,35.18,43.58712155062881,-45.90768965107493,133.08193275233253
1516,24.65,44.54524292214032,-76.62996212636757,165.7204479706482
1517,23.85,47.04553561102972,-108.81960745614063,202.91067867820007
1518,24.05,51.31440751044919,-142.01096934160745,244.63978436250585
1519,24.8,59.479766760166875,-173.8859300378525,292.8454635581862
1520,24.97,63.594040261565475,-212.23620958970108,339.424290112832
1521,25.65,62.86056362189593,-257.72776866190264,383.44889590569454
1522,26.0,62.158580415819685,-305.3697140338281,429.6868748654675
1523,26.07,62.667522568854736,-353.8858048638375,479.220850001547
1524,25.87,61.38255640889944,-406.1958899587726,528.9610027765715
1525,25.83,61.01728108714444,-459.51098572139136,581.5455478956802
1526,26.02,61.60406921847059,-513.7312558755837,636.9393943125249
1527,26.5,64.56179742386524,-567.3769854968466,696.5005803445772
1528,28.05,68.20028365759623,-622.0831264790982,758.4836937942905
1529,28.53,75.30865598379266,-675.0101174329045,825.6274294004897
1530,28.17,70.39437891758688,-741.6042012798457,882.3929591150195
1531,27.92,64.50460855471674,-810.7755331152682,939.7847502247016
1532,27.56,58.37297823812971,-881.7509501923939,998.4969066686533
1533,27.04,55.52748826973538,-950.9657109366167,1062.0206874760875
1534,26.18,52.53525206350193,-1021.8184358407084,1126.8889399677123
1535,24.92,48.707561422901065,-1094.965776287835,1192.3808991336373
1536,24.66,26.53446780275093,10.295445363131883,42.77349024236998
1537,24.05,26.993441596288974,-9.318116162509583,63.30499935508753
1538,23.88,28.273075252857517,-32.48725247463965,89.03340298035468
1539,24.03,30.092211621674398,-58.85076642461189,119.03518966796068
1540,24.58,33.45731254048053,-86.97075677618375,153.8853818571448
1541,25.84,38.4575982553383,-116.44656544029988,193.36176195097647
1542,28.21,45.218555289765064,-146.91493058492654,237.3520411644567
1543,30.85,55.80668254117788,-176.12031495929827,287.733680041654
1544,49.2,62.41964572592649,-211.71015957408554,336.54945102593854
1545,50.02,64.27915205501678,-254.33285846086306,382.8911625708966
1546,55.4,66.1317201307737,-299.13093104086255,431.39437130241
1547,56.53,69.17194009396619,-344.81357455552893,483.15745474346136
1548,52.07,70.48502288237128,-394.21111669584457,535.1811624605872
1549,56.53,72.625728034647,-444.693877853919,589.945333923213
1550,57.99,75.72895798942845,-496.0599075290614,647.5178235079183
1551,58.03,81.20209355037017,-546.841361410717,709.2455485114573
1552,60.5,87.38987360149389,-598.6386107198309,773.4183579228186
1553,65.22,96.92972713594497,-648.7641038503975,842.6235581222875
1554,60.05,94.65221502298493,-712.3412725777396,901.6457026237094
1555,53.73,91.3984779156755,-778.4865504500241,961.283506281375
1556,37.68,87.89422260697036,-846.4349448192788,1022.2233900332196
1557,34.82,87.58595560880815,-912.7034342748314,1087.8753454924477
1558,30.95,87.15264638129467,-980.5789943898134,1154.8842871524027
1559,27.35,85.88582109143564,-1050.7382397005504,1222.5098818834217
1560,27.81,26.598289050834552,10.417147407243188,42.77943069442591
1561,27.45,24.690756209078064,-11.491376167631831,60.87288858578796
1562,27.08,23.595852783797813,-36.94792284643063,84.13962841402625
1563,27.14,23.051480116940763,-65.57453322443013,111.67749345831166
1564,27.79,23.9721597849987,-96.02678115271048,143.9711007227079
1565,29.81,26.577780009342614,-127.77444779092654,180.93000780961177
1566,35.78,30.93322918484696,-160.51571478238876,222.3821731520827
1567,53.64,39.06285150966343,-192.03787174135627,270.1635747606831
1568,60.0,43.405808987649564,-229.74741422784155,316.55903220314065
1569,60.12,42.925994419399714,-274.5510126960041,360.40300153480354
1570,61.18,42.47511156651864,-321.48639611273165,406.43661924576895
1571,62.46,43.156023199641126,-369.3548313627451,455.66687776202735
1572,61.48,42.087890718378816,-420.95299616856505,505.1287776053226
1573,62.29,41.91024900617717,-473.56670214402413,557.3872001563785
1574,61.89,42.65684052552321,-527.0953973368221,612.4090783878685
1575,62.51,45.726902971547695,-580.0795956990553,671.5334016421507
1576,64.26,49.52848266614462,-634.0565563435722,733.1135216758615
1577,65.6,56.64151323518735,-686.3964014037645,799.679427874139
1578,60.13,52.03120889537333,-752.0880730403351,856.1504908310817
1579,54.66,46.45091464845525,-820.3359514440632,913.2377807409738
1580,40.78,40.54196296044283,-890.4595581141765,971.5434840350621
1581,39.6,37.88865420521108,-958.8382077395629,1034.615516149985
1582,32.06,35.1014030827899,-1028.8275518623875,1099.0303580279672
1583,29.21,31.492921633050834,-1101.0831325424813,1164.068975808583
1584,29.83,29.206017258867682,13.119793026316884,45.29224149141848
1585,28.72,28.05487262951556,-7.915017977604332,64.02476323663545
1586,28.11,27.706624593056993,-32.482020964396895,87.89527015051088
1587,27.98,27.90624682780054,-60.19994509941067,116.01243875501176
1588,28.16,29.555862618275295,-89.73928150128316,148.85100673783376
1589,29.0,32.88083149363346,-120.56615769941817,186.32782068668507
1590,30.72,37.97011607823527,-152.3560688681093,228.29630102457983
1591,35.54,46.878993716112355,-182.86647487153127,276.624462303756
1592,39.18,52.071751434027895,-219.47965041834075,323.62315328639653
1593,41.88,52.34016130918912,-263.27514501342716,367.9554676318054
1594,46.07,52.67723420986681,-309.1500283375394,414.50449675727305
1595,45.27,54.10036311439788,-355.991598809846,464.1923250386417
1596,46.21,53.743031369354426,-406.58270536137974,514.0687681000886
1597,47.35,54.340420615775194,-458.11395031162704,566.7947915431774
1598,51.31,55.81600450964649,-510.59544202651887,622.2274510458119
1599,54.9,59.57746494954714,-562.5596033280674,681.7145332271616
1600,58.4,64.08582342521727,-615.4910386962193,743.662685546654
1601,59.93,71.86600042003569,-666.8151761094915,810.5471769495629
1602,55.67,67.97825887565601,-731.4261776796757,867.3826954309877
1603,50.25,63.12764648370974,-798.5769686723872,924.8322616398068
1604,39.84,57.81245520272248,-867.7303405255751,983.3552509310201
1605,39.93,55.90431573391164,-934.9784908525444,1046.7871223203676
1606,38.7,53.8022987720008,-1003.8886140887507,1111.4932116327523
1607,32.5,50.93433302880008,-1075.0012216890639,1176.8698877466638
1608,43.08,29.159756264726827,13.179289009885961,45.14022351956769
1609,40.9,24.669027172648256,-11.0643836567642,60.40243800206071
1610,39.19,20.973111311074476,-38.8198457005712,80.76606832272014
1611,39.78,17.823678273583912,-69.70331968379068,105.3506762309585
1612,41.28,16.108169527850176,-102.40278566563909,134.61912472133943
1613,45.54,16.056699221570042,-136.38164227489796,168.49504071803807
1614,55.97,17.77565070688996,-171.29951055196076,206.8508119657407
1615,67.8,23.360122424865164,-204.87525893206086,251.59550378179117
1616,84.43,25.201090755260203,-244.5654804022969,294.96766191281733
1617,83.86,22.14571973641518,-291.39517759536903,335.6866170681994
1618,82.44,19.177714997833302,-340.2714473622357,378.62687735790223
1619,85.99,17.234393588752738,-390.1622900513796,424.63107722888503
1620,84.71,13.539779855615594,-443.7605631577669,470.84012286899815
1621,82.29,10.798396214494417,-498.28801572414835,519.8848081531372
1622,78.62,8.93939897594359,-553.7495097505915,571.6283077024788
1623,81.57,9.33366756314594,-608.7146639868373,627.3819991131292
1624,89.68,10.46964847935992,-664.6410150905523,685.580312049272
1625,99.91,14.805366284653694,-719.0212131384378,748.6319457077452
1626,84.62,7.558827155622859,-786.5919764071194,801.7096307183652
1627,77.79,-0.6461085833394318,-856.6876936258765,855.3954764591975
1628,65.2,-9.408879282811935,-928.8691422076608,910.0513836420371
1629,59.33,-14.639069190730702,-999.0099723507632,969.7318339693019
1630,58.26,-20.11362742841559,-1070.8536199358887,1030.6263650790575
1631,52.25,-26.357130617111256,-1144.8933090928097,1092.179047858587
1632,49.31,49.21791950326293,33.28283112936085,65.15300787716501
1633,47.38,44.93634205027625,9.304401473309582,80.56828262724292
1634,45.78,41.4454385649046,-18.177741749318862,101.06861887912805
1635,44.51,38.51463815818571,-48.763862430813624,125.79313874718505
1636,45.69,37.00692088304248,-81.16760509950281,155.18144686558776
1637,50.33,37.166349171095966,-114.83928792260681,189.17198626479873
1638,59.71,39.126313913443106,-149.41218696987167,227.6648147967579
1639,79.56,44.92784016474905,-182.659770902877,272.5154512323751
1640,103.54,47.069257798757256,-221.93171096485267,316.07022656236717
1641,107.8,44.23862307232287,-268.4124797040414,356.88972584868714
1642,107.32,41.495773665579726,-316.9333513020925,399.924898633252
1643,104.26,39.774567395011125,-366.46605362691275,446.01518841693496
1644,99.91,36.29752755206532,-419.7051807687431,492.30023587287377
1645,95.27,33.75244867812398,-473.8894185935454,541.3943159497933
1646,92.72,32.083792399069665,-529.0085107924971,593.1760955906365
1647,95.42,32.6882235546128,-583.6064593497882,648.9829064590139
1648,95.0,34.064685929161655,-639.1304567541457,707.259828612469
1649,110.0,38.602448617259,-693.1420483681151,770.3469456026331
1650,99.95,31.48035854458949,-760.4172400647568,823.3779571539359
1651,80.12,23.4743200472314,-830.1384949198862,877.0871350143489
1652,64.24,14.842770105584037,-902.0088246173368,931.6943648285048
1653,59.43,9.809458759301485,-971.7686469418973,991.3875644605002
1654,56.22,4.565658105440243,-1043.193271569288,1052.3245877801685
1655,51.75,-1.504546558685682,-1116.8673496001772,1113.858256482806
1656,50.67,50.350941270474216,34.46847781294213,66.2334047280063
1657,48.6,47.65007199442976,12.135804298143562,83.16433969071596
1658,48.02,45.73266819334446,-13.693622213354416,105.15895860004333
1659,49.25,44.384603504375974,-42.60570803566142,131.37491504441337
1660,49.63,44.46719276522843,-73.31715871177065,162.2515442422275
1661,47.77,46.24303754240168,-105.26076028601648,197.74683537081984
1662,49.57,49.87964411752417,-138.03644227324503,237.7957305082934
1663,53.82,57.411329392184875,-169.42499280662696,284.2476515909967
1664,59.8,61.42178683900046,-206.69122049386658,329.5347941718675
1665,66.92,60.22256483467363,-251.3965259371451,371.84165560649234
1666,67.71,59.05394201466444,-298.1921013191778,416.29998534850677
1667,68.0,58.89514666956407,-346.0046153032298,463.7949086423579
1668,67.01,56.964952243261635,-397.5326850983785,511.46258958490176
1669,62.53,55.94008916376976,-450.02630309965804,561.9064814271976
1670,60.0,55.79031430974451,-503.4501347014941,615.0307633209832
1671,60.0,57.974155847363626,-556.2865142200448,672.2348259147719
1672,62.78,60.91842708819989,-610.0549422462598,731.8917964226596
1673,69.92,67.14662801343265,-662.1828954636294,796.4761514904947
1674,71.99,61.480361206168475,-727.8037729820493,850.7644953943862
1675,68.95,54.89829022070968,-795.8974159660312,905.6939964074505
1676,62.66,47.70525864910836,-866.1205566356151,961.5310739338319
1677,53.85,44.210332029605745,-934.1284154592622,1022.5490795184737
1678,54.13,40.55786197609771,-1003.7433328185589,1084.8590567707543
1679,44.93,36.04678111460949,-1075.63521560344,1147.728777832659
1680,38.84,38.80400707245579,23.006821956983927,54.60119218792765
1681,35.97,31.38815186271471,-3.9354276744661583,66.71173139989558
1682,34.35,24.76051618633766,-34.346706857497814,83.86773923017313
1683,33.87,18.712704321161528,-67.81056961349884,105.23597825582189
1684,33.84,14.07854971891608,-103.07346631782359,131.23056575565573
1685,34.21,11.10838154932281,-139.58208876699038,161.798851865636
1686,34.03,10.026870832052744,-176.8804487712925,196.93419043539797
1687,37.61,12.852970099393039,-212.7656903297388,238.47163052852488
1688,39.09,12.236134923281515,-254.43767241938858,278.9099422659516
1689,40.76,6.411137107182627,-303.5352536261233,316.35752784048856
1690,44.16,0.5394494949001665,-354.7890140323496,355.86791302214993
1691,46.24,-4.350352656411154,-407.0767800927436,398.37607477992134
1692,44.76,-11.005163893637421,-463.06328013367016,441.05295234639533
1693,44.34,-16.799806762808352,-520.0504526065066,486.4508390808899
1694,45.45,-21.70468824389749,-577.9434785555462,534.5341020677512
1695,48.03,-24.262687103693487,-635.2264164814567,586.7010422740698
1696,55.87,-26.056867209726107,-693.4289321678365,641.3151977483843
1697,62.09,-24.509573233044506,-749.9246099548277,700.9054634887386
1698,63.41,-34.84562831078605,-819.8935160876548,750.2022594660826
1699,55.24,-46.17086150619089,-892.4002069734354,800.0584839610535
1700,48.05,-58.11349400836296,-967.0346857648084,850.8076977480824
1701,44.49,-66.38634300776735,-1039.4742472722937,906.7015612567591
1702,40.07,-74.72467980167792,-1113.4210334954473,963.9716738920915
1703,35.88,-84.00262033993937,-1189.7181670865996,1021.712926406721
1704,44.9,34.76606836878265,19.065904289051694,50.4662324485136
1705,39.59,32.408782883388376,-2.697851033421152,67.5154168001979
1706,37.78,30.847836870834463,-27.896381483545206,89.59205522521412
1707,35.43,29.87845153283844,-56.11346676499362,115.8703698306705
1708,37.29,30.30171306028607,-86.13088004622733,146.73430616679948
1709,41.41,32.35678592818475,-117.40833648047486,182.12190833684434
1710,42.78,36.28564184253267,-149.4739662410837,222.04524992614904
1711,50.34,44.113275392329335,-180.11999952135704,268.34655030601573
1712,57.25,48.537639616700076,-216.49872235012742,313.57400158352755
1713,49.62,47.83887748610377,-260.2043975237199,355.88215249592736
1714,47.57,47.07883844713638,-306.06789089653574,400.2255677908085
1715,44.64,47.2706112195874,-352.98308981488435,447.52431225405917
1716,43.33,45.682248568856146,-403.60027951438946,494.96477665210176
1717,42.61,44.93383157187284,-455.22694209844315,545.0946052421888
1718,42.05,45.08678563235581,-507.73682651690683,597.9103977816185
1719,42.31,47.57897756898509,-559.6336066713257,654.7915618092959
1720,43.28,50.88918742466302,-612.3854321513611,714.1638070006873
1721,44.98,57.497431146338776,-663.4638259380094,778.4586882306869
1722,42.93,52.3255595227936,-727.902455043259,832.5535740888462
1723,39.71,46.060428188008956,-794.9734444889234,887.0943008649413
1724,37.11,39.1799847000171,-864.1608632475234,942.5208326475577
1725,34.24,35.93749565756849,-931.1761403649364,1003.0511316800735
1726,34.01,32.668164146282905,-999.6511467964796,1064.9874750890453
1727,27.39,28.42735606244873,-1070.4997135785293,1127.3544257034268
1728,18.96,23.942136994109426,8.312150511657547,39.5721234765613
1729,15.82,19.146186746818934,-15.803525300990025,54.09589879462789
1730,19.0,15.173578493434954,-43.30807255014233,73.65522953701223
1731,24.14,11.784382759094132,-73.82320210984348,97.39196762803174
1732,27.0,9.809983294255677,-106.1022520699645,125.72221865847585
1733,35.94,9.467916138878062,-139.62790998939957,158.56374226715567
1734,40.96,10.94629843258607,-173.98318670242094,195.8757835675931
1735,54.51,16.344099686236568,-206.88715331697247,239.57535268944562
1736,60.64,18.36959957365513,-245.48243775807026,282.22163690538054
1737,54.96,15.207473548880266,-291.4593310329557,321.8742781307162
1738,56.5,12.044180798703408,-339.5245682424406,363.61292983984737
1739,55.34,9.805945816720701,-388.65931630011886,408.2712079335602
1740,50.1,5.811487116459604,-441.4635593223855,453.0865335553047
1741,48.05,2.655674884749703,-495.27031375354176,500.5816635230412
1742,48.04,0.3970821234843793,-549.95647042021,550.7506346671787
1743,52.01,0.4598826992240206,-604.0396572302808,604.9594226287289
1744,61.06,1.3588260741368867,-658.9522913500292,661.669943498303
1745,64.12,5.510851622213101,-712.2291887505847,723.2508919950109
1746,60.4,-2.0133380325479298,-778.7553632610941,774.7286871959982
1747,50.45,-10.667626338332402,-847.9438621764943,826.6086094998295
1748,41.79,-19.918769054248678,-919.2236274220082,879.386089313511
1749,40.71,-25.568238284336488,-988.3609844191029,937.2245078504299
1750,37.75,-31.22336263715455,-1058.9304828698132,996.483757595504
1751,34.62,-37.89507919851915,-1131.9123943655918,1056.1222359685535
1752,33.03,34.66161078168713,19.106028560543155,50.21719300283111
1753,32.43,33.35766448046071,-1.4256745900662864,68.1410035509877
1754,31.58,32.94010801576502,-25.263160661901416,91.14337669343146
1755,30.84,33.11347478650182,-52.08662514700281,118.31357472000644
1756,31.68,34.680445340288564,-80.68008419850634,150.04097487908348
1757,36.81,37.92366039592416,-110.46254580927838,186.3098666011267
1758,41.87,42.91330972604551,-141.13603622502433,226.96265567711538
1759,46.21,51.87537717523658,-170.2934773058418,274.044231656315
1760,56.14,57.440457662493046,-205.1558906138285,320.03680593881455
1761,47.71,57.71367260353727,-247.4937157272869,362.92106093436144
1762,46.23,58.078031328533875,-291.8176454942256,407.97370815129335
1763,43.82,59.32569091105692,-337.24335465036205,455.8947364724759
1764,41.22,58.81127642739545,-386.33530737761174,503.95786023240265
1765,40.04,59.15601116745273,-436.4005099816587,554.7125323165642
1766,39.47,60.40508960590162,-487.329538754175,608.1397179659782
1767,41.17,63.983931125116385,-537.6390528890629,665.6069151392956
1768,45.91,68.43744777065928,-588.731558260791,725.6064538021096
1769,55.49,76.04717325523927,-638.2775059728411,790.3718524833197
1770,54.51,72.06247805076698,-700.9834526407833,845.1084087423174
1771,48.1,66.90049465667184,-766.391623851953,900.1926131652967
1772,47.14,61.1646127277507,-833.8609959844317,956.1902214399332
1773,40.88,59.04921368733244,-899.1622081145888,1017.2606354892537
1774,40.02,56.92307705621836,-965.8938577363987,1079.7400118488354
1775,38.03,53.763357612038135,-1035.048270447729,1142.5749856718053
1776,37.3,39.17293278586775,23.68895806727646,54.65690750445904
1777,36.91,39.023492637159954,4.400272801716525,73.64671247260338
1778,36.98,39.77358842142582,-18.161761857277966,97.70893870012961
1779,39.44,41.115992773604674,-43.691938839611566,125.92392438682091
1780,42.16,43.83732073775908,-70.99224044122931,158.66688191674746
1781,45.34,48.28047886106896,-99.4227803821019,195.98373810423982
1782,58.6,54.4267039191496,-128.7755850594515,237.62899289775072
1783,79.9,64.5193755795906,-156.6270130849943,285.6657642441755
1784,88.82,71.28610236476513,-190.10175465850912,332.6739593880394
1785,89.27,72.60250287623121,-231.20032436126007,376.40533011372247
1786,89.63,74.10976313507084,-274.17572715300537,422.395253423147
1787,91.05,76.46631129058669,-318.2777905442038,471.2104131253772
1788,88.75,77.06594638506576,-366.0321768483109,520.1640696184423
1789,87.1,78.54064646177665,-414.73546769231365,571.816760615867
1790,83.98,80.92183705949144,-464.2923037057761,626.1359778247589
1791,79.96,85.63959522031283,-513.2149528214368,684.4941432620624
1792,83.42,91.27224598810959,-562.8727497625225,745.4172417387417
1793,100.67,100.03672064120067,-611.0009689135278,811.0744101959291
1794,90.16,97.23884123491975,-672.2499180244223,866.7276004942618
1795,87.7,93.19902457524202,-736.258725315648,922.656774466132
1796,74.58,88.65309170168621,-802.2541088871598,979.5602922905322
1797,62.74,87.65714223429687,-866.1451505174388,1041.4594349860324
1798,59.82,86.69556007027667,-931.4149933851409,1104.8061135256942
1799,55.6,84.70331061631222,-999.0982928464888,1168.5049140791132
1800,48.98,54.49051394058081,39.0498265795293,69.93120130163233
1801,48.66,52.111454329581825,17.585027961323092,86.63788069784056
1802,47.7,50.62394759796005,-7.149447287570823,108.39734248349092
1803,46.6,49.74270915781237,-34.828165611811045,134.3135839274358
1804,48.0,50.231335050940395,-64.27727660106518,164.73994670294599
1805,51.52,52.44013994126003,-94.85031434114929,199.73059422366936
1806,62.97,56.41881285826565,-126.27148550662534,239.10911122315665
1807,77.94,64.3628112797962,-156.1655738339584,284.8911963935508
1808,94.07,68.93415585803311,-191.72326953401048,329.59158125007673
1809,97.76,67.98170669602989,-234.97219135884785,370.93560475090766
1810,90.69,67.24224194567961,-280.07004744442753,414.55453133578675
1811,86.97,67.34745359830693,-326.29365753323265,460.9885647298465
1812,79.25,65.68426971970585,-376.17577972771744,507.5443191671292
1813,76.64,64.89614879692434,-427.0017146385901,556.7940122324387
1814,77.14,64.99266821110344,-478.6981295349265,608.6834659571334
1815,76.98,67.39724595447949,-529.7841123598588,664.5786042688177
1816,82.0,70.78183425880096,-581.5355167769987,723.0991852946006
1817,99.5,77.39766395441879,-631.6534510598202,786.4487789686578
1818,98.02,72.31312220347941,-695.0257803399041,839.652024746863
1819,95.01,66.05263467902505,-761.0877369264336,893.1930062844837
1820,77.2,59.218892068327165,-829.1992738698415,947.6370580064957
1821,67.18,55.883128524472376,-895.2544356380732,1007.0206926870179
1822,63.19,52.67892224669781,-962.587261782194,1067.9451062755895
1823,55.42,48.44131219263287,-1032.3324189371206,1129.2150433223865
1824,53.09,50.679458549030244,35.287737278532646,66.07117981952784
1825,51.65,44.77617636117108,10.35924149329849,79.19311122904367
1826,49.88,39.74248349932915,-17.847707685517804,97.3326746841761
1827,49.84,35.31357471328593,-48.98913802861061,119.61628745518247
1828,49.51,32.26412037419435,-81.88142407435785,146.40966482274655
1829,48.52,30.93406060729878,-115.88941194766697,177.75753316226454
1830,48.74,31.491392601451917,-150.61971592716142,213.60250113006524
1831,51.43,36.02662217150722,-183.80264051586047,255.85588485887493
1832,60.0,37.206471524476406,-222.624640724429,297.0375837733818
1833,63.96,32.76024887136162,-269.2332783323943,334.75377607511757
1834,61.79,28.383829922179096,-317.8274980583036,374.59515790266175
1835,62.13,24.885377062689265,-367.50793899479004,417.27869312016855
1836,55.01,19.580858184373312,-420.87857378824623,460.04029015699285
1837,50.66,15.20519741437904,-475.13346305421317,505.5438578829712
1838,49.48,11.732163729817676,-530.2352844098352,553.6996118694706
1839,50.65,10.51403770658056,-584.7744453327063,605.8025207458674
1840,57.7,10.359936693036246,-639.8897997049938,660.6096730910664
1841,65.01,13.604744619719613,-693.1989536794863,720.4084429189256
1842,66.4,4.981908967199766,-759.9248506560551,769.8886685904546
1843,63.76,-4.779242751227317,-829.297948904336,819.7394634018813
1844,57.47,-15.343430103819497,-900.9457300745972,870.2588698669582
1845,52.98,-22.36441918223523,-970.4873488784342,925.7585105139638
1846,53.2,-29.137430589385772,-1041.1857462590792,982.9108850803076
1847,48.17,-36.98046394225759,-1114.3287234029394,1040.3677955184244
1848,46.49,46.20236843909335,30.892197544767058,61.51253933341964
1849,44.82,43.10275588324136,8.868173192428223,77.33733857405448
1850,44.99,40.8556599920423,-16.42940882450673,98.14072880859132
1851,45.54,39.228920720587716,-44.62716043841572,123.08500187959115
1852,45.8,38.95845564062403,-74.58237405831707,152.49928533956512
1853,45.42,40.374245197145235,-105.67141799103874,186.4199083853292
1854,45.7,43.66939757216353,-137.4769884586567,224.8157836029838
1855,46.5,50.92127536327721,-167.74348164891106,269.5860323754655
1856,47.4,54.948280932311675,-203.50644961100352,313.40301147562684
1857,51.13,53.36163310260998,-247.03219532551515,353.7554615307351
1858,54.75,51.75548371216344,-292.6219441983894,396.1329116227162
1859,58.08,51.05065765076097,-339.2641556379329,441.36547093945484
1860,54.58,48.460180541649535,-389.6661684208726,486.5865295041717
1861,52.82,46.82520360847876,-440.9161920561064,534.566599273064
1862,49.95,46.12503005535767,-492.9717064252437,585.2217665359591
1863,53.48,47.68038737974932,-544.4549755360678,639.8157502955663
1864,60.6,50.36809024446223,-596.4374314401439,697.1736119290683
1865,67.05,56.412951149821666,-646.6470032818089,759.4729055814522
1866,72.0,50.67195417115187,-710.1833287764025,811.5272371187064
1867,67.78,43.75218729602912,-776.3993186562003,863.9036932482585
1868,62.45,35.98600739620817,-844.9255753109045,916.8975901033208
1869,55.56,31.739577666410646,-911.361507439183,974.8406627720044
1870,52.13,27.804931029107017,-978.8829733870175,1034.4928354452315
1871,46.9,22.741165644349756,-1048.9008364726415,1094.3831677613412
1872,43.85,44.73435263292494,29.498482225042356,59.970223040807525
1873,45.83,41.452908644621225,7.384466885340181,75.52135040390226
1874,45.59,39.04049105039478,-17.966581127839767,96.04756322862931
